"#","Listing ID","St","MLS Area","Address","# Beds","# Full Baths","# Half Baths","# Garage Spaces","Levels","Year Built","Acres","SqFt","List Price","LP$/SqFt","Close$/SqFt","Close Price","Close Date","DOM","CDOM"
"1","1020886","C","8E","1105 Wild Basin Ldg","4","3","0","2.0","2","1979","1.35000","1,950","$1,500,000","$769.23","$705.13","$1,375,000","02/16/2024","28","27"
"1","3873282","C","8E","4 Little Bend Dr","2","2","0","0.0","1","1978","1.06220","1,924","$1,600,000","$831.60","$753.64","$1,450,000","03/07/2024","44","45"
"1","8277820","C","8E","1112 Wild Basin Ldg","2","2","0","0.0","2","1985","1.00800","2,113","$1,600,000","$757.22","$698.06","$1,475,000","02/08/2024","76","74"
"1","4879281","C","8E","2 Hull Cir","3","2","0","2.0","1","1970","0.29300","1,836","$1,645,000","$895.97","$838.78","$1,540,000","12/22/2023","17","7"
"1","9616822","C","8E","419 Ridgewood Rd","4","2","1","2.0","1","1959","0.25440","1,967","$1,800,000","$915.10","$788.00","$1,550,000","02/26/2024","20","19"
"1","5471080","C","8E","2912 ROUND TABLE Rd","4","3","1","2.0","2","1991","0.28760","3,171","$1,599,000","$504.26","$499.84","$1,585,000","12/18/2023","4","3"
"1","3628637","C","8E","2100 Apricot Glen Dr","4","3","0","2.0","Multi/Split","1981","0.27400","3,485","$1,749,900","$502.12","$459.11","$1,600,000","10/25/2023","217","217"
"1","1689984","C","8E","1409 Flintridge Rd","5","2","0","2.0","2","1967","1.37000","2,640","$1,750,000","$662.88","$625.00","$1,650,000","11/15/2023","3","3"
"1","9208688","C","8E","5810 Kentucky Derby Ct","4","3","1","2.0","Multi/Split","1997","0.16900","3,313","$1,750,000","$528.22","$499.96","$1,656,372","03/25/2024","8","6"
"1","8081370","C","8E","2901 Angelfire Ln","6","4","1","2.0","2","1983","0.44230","4,000","$1,750,000","$437.50","$415.63","$1,662,500","04/05/2024","169","166"
"1","7255396","C","8E","4828 Rollingwood Dr","3","2","0","2.0","1","1962","0.37500","1,613","$1,850,000","$1,146.93","$1,053.94","$1,700,000","11/30/2023","15","79"
"1","4341345","C","8E","1801 Basin Ledge","3","2","0","2.0","2","1972","0.67000","1,794","$1,700,000","$947.60","$947.60","$1,700,000","04/05/2024","292","287"
"1","7965572","C","8E","802 Forest View Dr","3","3","0","2.0","1","1972","0.56370","2,273","$1,800,000","$791.90","$769.91","$1,750,000","02/13/2024","8","8"
"1","7785196","C","8E","1414 Redbud Trl","3","3","0","2.0","1","1970","1.23800","2,221","$1,750,000","$787.93","$787.93","$1,750,000","04/09/2024","27","23"
"1","2468285","C","8E","801 Rock Creek Dr","4","3","1","2.0","Multi/Split","1974","0.43390","3,134","$1,800,000","$574.35","$574.35","$1,800,000","03/21/2024","6","6"
"1","4795769","C","8E","1209 Wilderness Dr","4","2","1","2.0","2","1980","0.34450","2,945","$1,775,000","$602.72","$621.39","$1,830,000","02/28/2024","3","3"
"1","2689293","C","8E","3317 Rosefinch Trl","4","3","0","2.0","2","2020","0.19600","3,295","$1,850,000","$561.46","$561.46","$1,850,000","04/15/2024","11","11"
"1","1728847","C","8E","2309 Camino Alto","2","2","1","2.0","2","1993","0.50860","2,002","$1,990,000","$994.01","$939.06","$1,880,000","04/11/2024","31","31"
"1","7766744","C","8E","1213 Havre Lafitte Dr","4","3","1","2.0","2","1998","0.37380","3,649","$2,249,000","$616.33","$516.58","$1,885,000","02/06/2024","74","73"
"1","2832179","C","8E","2100 Westlake Dr","3","2","1","2.0","2","1989","0.72700","2,491","$2,250,000","$903.25","$762.75","$1,900,000","04/12/2024","29","27"
"1","6487715","C","8E","1321 Wilderness Dr","4","3","0","0.0","1","1980","0.26800","2,956","$1,999,000","$676.25","$671.18","$1,984,000","10/23/2023","5","4"
"1","3718422","C","8E","4002 Bennedict Ln","4","4","0","2.0","1","1983","0.41000","3,179","$2,300,000","$723.50","$707.77","$2,250,000","03/28/2024","8","8"
"1","9353929","C","8E","200 Wild Cat Holw","3","2","0","2.0","Multi/Split","1966","1.01000","2,240","$2,950,000","$1,316.96","$1,004.46","$2,250,000","02/06/2024","42","42"
"1","9742057","C","8E","2002 Lake Shore Dr","4","4","1","2.0","Multi/Split","1999","0.41000","4,124","$2,499,000","$605.97","$573.47","$2,365,000","10/30/2023","14","14"
"1","6878892","C","8E","807 The High Rd","4","4","1","2.0","2","2013","0.87100","3,428","$2,850,000","$831.39","$700.12","$2,400,000","12/29/2023","182","182"
"1","7412375","C","8E","307 Westwood Ter","4","4","1","2.0","2","2011","0.31930","3,385","$2,495,000","$737.08","$731.17","$2,475,000","03/18/2024","5","5"
"1","2873541","C","8E","1100 Rockcliff Rd","4","4","1","6.0","1","1994","1.93500","5,157","$2,795,000","$541.98","$484.78","$2,500,000","03/07/2024","228","227"
"1","2494536","C","8E","2109 Far Gallant Dr","4","4","0","3.0","1","2000","1.33000","4,929","$2,695,000","$546.76","$512.27","$2,525,000","12/28/2023","22","175"
"1","3485419","C","8E","402 Brookhaven Trl","4","4","1","3.0","2","2007","0.42200","4,186","$2,595,000","$619.92","$607.26","$2,542,000","12/18/2023","65","162"
"1","7436262","C","8E","2510 Trail Of The Madrones","4","4","1","0.0","1","2015","0.54500","3,387","$2,995,000","$884.26","$777.97","$2,635,000","12/22/2023","75","171"
"1","8365165","C","8E","1905 Cetona Ct","5","5","1","2.0","2","2011","0.22860","4,222","$2,850,000","$675.04","$651.35","$2,750,000","12/05/2023","53","53"
"1","7774961","C","8E","1801 Yaupon Valley Rd","4","3","0","2.0","2","1984","1.00000","3,631","$2,999,999","$826.22","$809.69","$2,940,000","11/03/2023","9","9"
"1","5328676","C","8E","3502 Cactus Wren Way","4","4","0","3.0","2","2024","0.30030","3,455","$3,390,000","$981.19","$981.19","$3,390,000","02/02/2024","0","0"
"1","2646678","C","8E","4806 Bull Mountain Cv","5","5","1","3.0","2","1983","0.95080","5,341","$3,495,000","$654.37","$636.58","$3,400,000","12/01/2023","152","151"
"1","7824692","C","8E","3202 El Toro Cv","5","5","0","2.0","2","1986","1.00000","6,017","$3,650,000","$606.61","$565.07","$3,400,000","12/15/2023","235","232"
"1","4210182","C","8E","2501 Berenson Ln","5","4","1","2.0","2","1984","1.11100","4,598","$4,850,000","$1,054.81","$912.35","$4,195,000","11/09/2023","36","36"
"1","3787066","C","8E","4913 Rollingwood Dr","5","3","1","3.0","2","2019","0.49480","3,986","$4,600,000","$1,154.04","$1,078.78","$4,300,000","12/12/2023","28","28"
"1","1211590","C","8E","201 Redbud Trl","7","7","1","3.0","2","2023","1.00000","7,238","$4,999,000","$690.66","$670.07","$4,850,000","04/17/2024","96","86"
"1","2870074","C","8E","2011 Westlake Dr","4","4","1","3.0","1","2016","0.53600","4,080","$5,200,000","$1,274.51","$1,199.74","$4,894,930","03/07/2024","23","17"
"1","7909611","C","8E","3300 Park Hills Dr","5","5","1","3.0","2","2014","0.40190","5,331","$5,880,000","$1,102.98","$975.43","$5,200,000","03/12/2024","513","513"
"1","1457472","C","8E","3 Wren Valley Cv","5","5","1","3.0","2","1985","2.04200","5,697","$6,499,000","$1,140.78","$1,049.24","$5,977,500","03/08/2024","103","189"
"1","4160945","C","8E","2011 Westlake Dr","4","4","1","3.0","1","2016","0.53600","4,080","$6,750,000","$1,654.41","$1,567.38","$6,394,930","03/07/2024","22","22"
"1","4469731","C","8E","2611 Westlake Dr","6","6","4","4.0","2","2002","1.47750","9,604","$11,750,000","$1,223.45","$1,337.98","$12,850,000","11/06/2023","35","35"
"1","1747821","C","8W","1720 Ben Crenshaw Way","4","3","0","2.0","2","1983","0.46560","2,305","$999,999","$433.84","$422.13","$973,000","12/13/2023","38","37"
"1","1529814","C","8W","6210 Turtle Point Dr","3","2","0","2.0","1","1979","0.53260","1,849","$1,150,000","$621.96","$621.96","$1,150,000","03/06/2024","13","13"
"1","2075487","C","8W","6204 Olympic Overlook","3","2","0","2.0","1","1978","0.27600","1,955","$1,198,000","$612.79","$597.95","$1,169,000","11/03/2023","2","2"
"1","6949834","C","8W","6507 Huckleberry Cv","4","2","0","2.0","1","1978","0.46830","2,522","$1,250,000","$495.64","$466.69","$1,177,000","12/13/2023","11","10"
"1","4094877","C","8W","1702 Bay Hill Dr","3","2","0","2.0","1","1982","0.41800","2,152","$1,270,000","$590.15","$570.17","$1,227,000","03/14/2024","75","75"
"1","5535065","C","8W","4501 Westlake Dr Unit #21","3","2","1","2.0","2","2014","0.33500","2,959","$1,350,000","$456.24","$432.58","$1,280,000","02/14/2024","100","99"
"1","1273172","C","8W","6700 Vireo Cv","5","3","1","3.0","3+","1985","1.01300","3,194","$1,495,000","$468.07","$421.10","$1,345,000","03/07/2024","116","116"
"1","7152850","C","8W","1505 Falcon Ledge Dr","4","2","1","2.0","2","1981","0.37650","2,348","$1,499,000","$638.42","$625.85","$1,469,500","10/26/2023","36","81"
"1","5051650","C","8W","6508 Canon Wren Dr","4","2","1","2.0","2","1985","1.12440","3,128","$1,550,000","$495.52","$485.93","$1,520,000","12/15/2023","6","5"
"1","1499935","C","8W","913 Castle Ridge Rd","5","3","0","0.0","2","1971","1.39460","3,443","$1,650,000","$479.23","$464.71","$1,600,000","03/20/2024","39","37"
"1","8046526","C","8W","6613 Whitemarsh Valley Walk","4","3","0","2.0","2","1984","0.28000","3,029","$1,640,000","$541.43","$536.48","$1,625,000","03/28/2024","97","96"
"1","4350422","C","8W","6802 Adeline Way Unit #31","4","4","1","2.0","2","2022","0.00000","3,306","$1,660,000","$502.12","$505.48","$1,671,124","10/20/2023","66","66"
"1","6007686","C","8W","800 N Capital of Texas Highway Unit #14","3","3","2","2.0","3+","2022","0.00000","3,739","$1,595,000","$426.58","$457.37","$1,710,117","02/23/2024","51","154"
"1","3789582","C","8W","1609 Churchwood Cv","5","3","1","2.0","2","1995","0.25000","3,817","$1,695,000","$444.07","$458.48","$1,750,000","02/21/2024","5","3"
"1","9233524","C","8W","701 Furlong Dr","5","3","1","3.0","2","1994","1.80000","3,992","$1,990,000","$498.50","$438.38","$1,750,000","12/18/2023","104","104"
"1","3736923","C","8W","7018 Kings Row","4","3","0","6.0","2","1978","1.38900","3,283","$1,790,000","$545.23","$540.66","$1,775,000","04/11/2024","63","62"
"1","7273722","C","8W","1108 Quaker Ridge Dr","4","3","1","2.0","2","1984","0.32150","3,064","$1,750,000","$571.15","$587.47","$1,800,000","02/12/2024","5","3"
"1","8841158","C","8W","800 Capital of TX Highway Unit #21","4","3","2","2.0","2","2021","0.00000","2,929","$1,830,000","$624.79","$676.64","$1,981,869","12/07/2023","225","225"
"1","6984207","C","8W","1301 Arronimink Cir","5","4","1","2.0","3+","1984","0.25000","4,142","$1,999,000","$482.62","$480.20","$1,989,000","04/15/2024","3","3"
"1","2668620","C","8W","1627 Randolph Ridge Trl","4","3","1","2.0","2","1998","0.24000","3,559","$1,925,000","$540.88","$561.96","$2,000,000","04/17/2024","7","7"
"1","5504924","C","8W","37 Cousteau Ln","4","3","1","3.0","2","1982","1.31000","3,616","$2,425,000","$670.63","$566.92","$2,050,000","01/22/2024","173","223"
"1","2687909","C","8W","1601 Cabinwood Cv","5","4","1","2.0","2","1999","0.24310","4,011","$1,989,000","$495.89","$513.59","$2,060,000","04/11/2024","2","2"
"1","8579972","C","8W","6801 Adeline Way Unit #15","4","4","1","2.0","3+","2023","0.00000","3,836","$2,295,000","$598.28","$567.00","$2,175,000","03/07/2024","28","28"
"1","7362735","C","8W","36 Pascal Ln","5","3","2","3.0","2","1982","1.19800","4,385","$2,700,000","$615.74","$524.52","$2,300,000","04/02/2024","138","138"
"1","7174186","C","8W","1704 Trevino Dr","5","4","1","2.0","2","2023","0.33530","4,490","$2,950,000","$657.02","$601.34","$2,700,000","03/07/2024","158","387"
"1","8437521","C","8W","8200 TALBOT Cv","5","4","1","3.0","2","1995","0.94700","5,928","$2,989,000","$504.22","$484.99","$2,875,000","12/29/2023","26","25"
"1","5590066","C","8W","531 Beardsley Ln","6","5","1","2.0","2","1997","2.85400","4,481","$2,995,000","$668.38","$642.71","$2,880,000","11/30/2023","69","69"
"1","5815606","C","8W","330 King Arthur Ct","5","3","1","2.0","3+","2010","1.79000","4,061","$3,495,000","$860.63","$787.98","$3,200,000","11/20/2023","51","51"
"1","2548583","C","8W","1603 Bay Hill Dr","5","5","1","2.0","2","2023","0.37470","4,507","$3,950,000","$876.41","$776.57","$3,500,000","11/30/2023","77","159"
"1","7018850","C","8W","916 Barton Creek Blvd","5","5","2","4.0","2","2007","2.38400","8,538","$5,999,000","$702.62","$585.62","$5,000,000","10/30/2023","112","112"
