"#","Listing ID","St","MLS Area","Address","# Beds","# Full Baths","# Half Baths","# Garage Spaces","Levels","Year Built","Acres","SqFt","List Price","LP$/SqFt","Close$/SqFt","Close Price","Close Date","DOM","CDOM"
"1","4430550","C","CLN","209 Bauer Loop","4","3","0","2.0","1","2023","0.12400","1,956","$439,900","$224.90","$219.79","$429,900","02/22/2024","196","196"
"1","5324020","C","CLN","457 Blue Hibiscus Dr","4","2","1","2.5","2","2023","0.13760","2,507","$476,861","$190.21","$171.52","$430,000","02/05/2024","181","181"
"1","4856797","C","CLN","513 Red Knot Ave","4","2","1","2.0","2","2023","0.18000","2,440","$424,990","$174.18","$179.09","$436,990","12/15/2023","240","240"
"1","5401506","C","CLN","245 Travis Ln","5","4","0","2.0","2","2024","0.11000","2,671","$438,688","$164.24","$164.03","$438,129","02/16/2024","99","99"
"1","8907867","C","CLN","125 Danielson St","3","2","1","2.0","2","2023","0.12400","2,332","$439,900","$188.64","$188.64","$439,900","03/05/2024","203","203"
"1","6977601","C","CLN","213 Orchard Park Dr","4","2","0","2.0","1","2019","0.17900","2,216","$450,000","$203.07","$198.56","$440,000","04/10/2024","49","49"
"1","3570650","C","CLN","120 Orchard Park Dr","3","2","0","2.0","1","2021","0.18000","2,145","$489,900","$228.39","$205.13","$440,000","01/23/2024","322","322"
"1","2441396","C","CLN","217 Copper Lily Dr","4","2","1","2.5","2","2023","0.16970","2,513","$506,572","$201.58","$175.72","$441,572","11/27/2023","83","83"
"1","3316299","C","CLN","105 McCrae Dr","5","4","0","2.0","2","2024","0.13000","2,671","$443,130","$165.90","$165.90","$443,130","02/16/2024","102","102"
"1","8846290","C","CLN","105 Danielson St","4","2","0","2.0","2","2023","0.12400","2,618","$439,900","$168.03","$169.49","$443,735","12/28/2023","132","132"
"1","9772021","C","CLN","617 Red Knot Ave","4","2","1","2.0","2","2023","0.16000","2,440","$434,890","$178.23","$184.38","$449,890","11/21/2023","138","138"
"1","8626906","C","CLN","121 Danielson St","4","3","1","2.0","2","2023","0.12400","2,618","$449,900","$171.85","$171.85","$449,900","12/28/2023","98","98"
"1","3327134","C","CLN","7 Pacific Loon St","5","3","0","2.0","2","2023","0.16000","2,706","$458,910","$169.59","$166.67","$451,000","11/17/2023","60","60"
"1","8558262","C","CLN","151 Danielson St","4","3","1","2.0","2","2024","0.12400","2,392","$453,900","$189.76","$189.48","$453,236","03/18/2024","0","0"
"1","4082568","C","CLN","213 Bauer Loop","4","3","0","2.0","2","2023","0.12400","2,444","$469,900","$192.27","$190.22","$464,900","12/29/2023","148","148"
"1","7598296","C","CLN","133 Danielson St","4","3","1","2.0","2","2023","0.12400","2,399","$489,900","$204.21","$193.79","$464,900","12/29/2023","63","63"
"1","9472139","C","CLN","117 Copper Lily Dr","4","2","1","2.5","2","2023","0.13890","2,507","$508,737","$202.93","$187.77","$470,737","12/15/2023","110","110"
"1","2209423","C","CLN","225 Bauer Loop","4","3","0","2.0","2","2023","0.12400","2,570","$499,900","$194.51","$186.77","$480,000","01/30/2024","190","190"
"1","5858622","C","CLN","408 Blue Hibiscus Dr","4","2","1","2.5","2","2022","0.15000","2,513","$495,000","$196.98","$191.01","$480,000","11/03/2023","352","352"
"1","6193747","C","CLN","448 Blue Hibiscus Dr","4","2","1","2.5","2","2023","0.14450","2,513","$507,974","$202.14","$192.19","$482,974","11/08/2023","32","32"
"1","5007948","C","CLN","413 Langhorne Bnd","3","2","0","2.0","1","2023","0.16980","1,984","$485,900","$244.91","$248.15","$492,336","12/27/2023","0","0"
"1","8962595","C","CLN","129 Bauer Loop","4","3","0","2.0","2","2023","0.12400","2,300","$474,900","$206.48","$214.06","$492,336","12/28/2023","139","139"
"1","8582499","C","CLN","225 Crystal Brook Dr","4","2","1","2.5","2","2024","0.14250","2,280","$467,019","$204.83","$217.89","$496,800","04/16/2024","67","67"
"1","4771187","C","CLN","124 Peach Flat Ct","4","3","0","2.0","2","2022","0.13800","2,458","$500,900","$203.78","$203.29","$499,687","02/22/2024","177","177"
"1","6517235","C","CLN","621 Red Knot Ave","6","4","0","2.0","2","2023","0.35000","2,705","$526,570","$194.67","$185.35","$501,360","11/21/2023","5","5"
"1","4550016","C","CLN","121 Greenthread Dr","4","3","1","2.5","2","2023","0.14680","2,817","$567,784","$201.56","$181.04","$510,000","01/02/2024","142","142"
"1","3604094","C","CLN","221 Bauer Loop","4","3","0","2.0","2","2023","0.12400","2,594","$549,900","$211.99","$202.35","$524,900","12/29/2023","48","48"
"1","5435385","C","CLN","125 Bauer Loop","4","3","0","2.0","2","2023","0.12400","2,594","$539,900","$208.13","$202.70","$525,800","12/29/2023","140","140"
"1","1973983","C","CLN","420 Blue Hibiscus Dr","5","4","0","2.5","2","2023","0.17440","2,817","$548,000","$194.53","$189.05","$532,560","11/15/2023","91","91"
"1","8188846","C","CLN","409 Langhorne Bnd","4","3","0","2.0","2","2023","0.23420","2,594","$554,900","$213.92","$216.82","$562,432","02/16/2024","0","0"
"1","3881696","C","CLN","121 Honey Grove Dr","5","4","0","2.0","2","2022","0.17000","2,965","$625,000","$210.79","$219.22","$650,000","10/31/2023","23","251"
"1","1011895","C","GTW","132 Salt Fork Dr","3","2","0","2.0","1","2016","0.14940","1,646","$384,000","$233.29","$230.86","$380,000","03/21/2024","113","112"
"1","3973411","C","GTW","163 Alicante Ln","3","2","2","2.0","1","2023","0.14600","1,622","$468,990","$289.14","$262.63","$425,990","02/08/2024","410","410"
"1","9289588","C","GTW","412 Dycus Bnd","3","2","0","2.0","1","2023","0.13260","1,984","$449,900","$226.76","$216.68","$429,900","10/27/2023","166","166"
"1","1891272","C","GTW","105 Civita Rd","3","2","0","2.0","1","2023","0.23710","1,722","$449,900","$261.27","$255.46","$439,900","04/04/2024","54","54"
"1","5987420","C","GTW","245 Peggy Dr","4","2","1","2.0","2","2014","0.13500","2,697","$485,000","$179.83","$165.09","$445,250","11/15/2023","31","31"
"1","4389821","C","GTW","120 Rebel Red Rd","4","2","1","2.0","2","2020","0.14100","2,717","$449,000","$165.26","$165.26","$449,000","12/15/2023","115","140"
"1","7616957","C","GTW","413 Dycus Bnd","3","3","0","2.0","1","2023","0.15360","2,188","$469,900","$214.76","$209.32","$457,997","11/13/2023","134","134"
"1","1809866","C","GTW","428 Texon Dr","4","3","1","2.0","1","2020","0.18000","2,536","$490,000","$193.22","$185.33","$470,000","12/07/2023","4","142"
"1","5110239","C","GTW","201 Mindy Way","4","2","0","3.0","1","2017","0.00000","2,371","$475,000","$200.34","$202.45","$480,000","11/01/2023","35","35"
"1","4929589","C","GTW","540 Great Lawn Bnd","3","2","0","3.0","1","2023","0.18550","2,413","$499,998","$207.21","$198.92","$480,000","12/08/2023","317","317"
"1","4884649","C","GTW","147 Alicante Ln","4","3","1","2.0","2","2023","0.14000","2,394","$520,990","$217.62","$203.43","$487,000","03/28/2024","176","176"
"1","2577695","C","GTW","424 Leon Loop","3","2","1","3.0","1.5","2019","0.20000","2,528","$499,000","$197.39","$195.21","$493,500","11/01/2023","11","11"
"1","4287500","C","GTW","536 Gerona Ct","4","3","0","2.0","2","2023","0.14440","2,444","$549,900","$225.00","$204.58","$499,999","03/05/2024","125","125"
"1","4544916","C","GTW","179 Alicante Ln","3","2","1","2.0","2","2023","0.13900","2,393","$524,990","$219.39","$215.62","$515,990","12/21/2023","484","484"
"1","8153931","C","GTW","220 Dycus Bnd","4","3","0","2.0","2","2022","0.14460","2,300","$524,900","$228.22","$228.26","$524,990","10/31/2023","126","126"
"1","2485727","C","GTW","143 Alicante Ln","6","4","0","2.0","2","2023","0.13900","2,903","$614,990","$211.85","$182.57","$530,000","01/17/2024","310","310"
"1","5447811","C","GTW","271 Dycus Bnd","4","3","1","2.0","2","2024","0.14540","2,662","$559,900","$210.33","$200.98","$535,000","02/27/2024","10","10"
"1","2160559","C","GTW","309 Dycus Bnd","4","3","1","2.0","2","2024","0.15470","2,488","$559,900","$225.04","$217.32","$540,704","03/11/2024","86","86"
"1","7391438","C","GTW","104 Civita Rd","3","3","0","3.0","1","2024","0.23200","2,697","$559,989","$207.63","$207.63","$559,989","02/15/2024","176","176"
"1","2889106","C","GTW","213 Dycus Bnd","4","3","0","2.0","2","2023","0.15110","2,754","$569,900","$206.94","$205.85","$566,900","03/25/2024","147","147"
"1","5850330","C","GTW","152 Alicante Ln","5","4","0","2.0","2","2023","0.14000","2,684","$598,990","$223.17","$211.71","$568,230","12/29/2023","47","47"
"1","3568975","C","GTW","104 Cintilar St","5","4","0","2.0","2","2023","0.14000","2,903","$632,990","$218.05","$199.79","$580,000","03/28/2024","120","120"
"1","5720805","C","GTW","409 Dycus Bnd","4","3","0","2.0","2","2023","0.14470","2,594","$570,900","$220.08","$223.62","$580,074","11/13/2023","0","0"
"1","1834530","C","GTW","263 Dycus Bnd","4","3","0","2.0","2","2023","0.16390","2,594","$562,900","$217.00","$224.04","$581,157","10/30/2023","0","0"
"1","2056240","C","GTW","211 Dycus Bnd","4","3","0","2.0","2","2023","0.19140","2,594","$573,900","$221.24","$224.79","$583,115","10/31/2023","0","0"
"1","6234833","C","GTW","212 Dycus Bnd","4","3","0","2.0","2","2023","0.20140","2,594","$587,900","$226.64","$226.47","$587,460","10/30/2023","0","0"
"1","5601452","C","GTW","104 Orvieto Cv","4","4","0","3.0","2","2015","0.17300","3,807","$640,000","$168.11","$157.60","$600,000","11/17/2023","182","182"
"1","3474597","C","GTW","316 Norcia Loop","4","3","1","2.0","2","2015","0.19900","3,588","$639,900","$178.34","$171.40","$615,000","10/31/2023","163","163"
"1","2612173","C","GTW","317 Rieti Pkwy","4","3","1","2.0","2","2020","0.17290","3,322","$660,000","$198.68","$188.59","$626,500","03/18/2024","124","124"
"1","5748787","C","GTW","1421 Bermuda Dr","4","3","1","3.0","2","2022","0.18650","3,245","$705,166","$217.31","$195.69","$635,000","12/15/2023","260","260"
"1","1224472","C","GTW","101 Rosa Dr","5","4","0","3.0","2","2019","0.22020","3,458","$650,000","$187.97","$185.08","$640,000","02/23/2024","73","73"
"1","4925868","C","GTW","329 Leon Loop","4","3","1","3.0","2","2018","0.19720","3,624","$675,000","$186.26","$187.09","$678,000","04/08/2024","8","8"
"1","1467495","C","GTW","329 RIETI Pkwy","4","4","0","3.0","1","2022","0.17200","2,879","$699,000","$242.79","$242.79","$699,000","11/30/2023","55","53"
"1","9176613","C","GTW","116 Poole Ln","4","3","1","2.0","2","2024","0.18600","3,474","$699,998","$201.50","$201.50","$699,998","03/28/2024","31","31"
"1","3667688","C","GTW","811 Great Lawn Bnd","4","3","1","3.0","1","2023","0.32830","3,450","$797,990","$231.30","$217.39","$750,000","04/12/2024","245","245"
"1","7445605","C","GTW","648 Great Lawn Bnd","4","3","1","2.0","1","2023","0.32830","3,449","$856,990","$248.47","$219.19","$756,000","03/25/2024","133","133"
"1","1356141","C","GTW","660 Great Lawn Bnd","4","3","1","2.0","1","2023","0.23200","3,465","$879,990","$253.97","$223.67","$775,000","02/07/2024","213","213"
"1","8380605","C","GTW","108 Sonrisa Dr","4","3","1","3.0","1","2022","0.23000","2,871","$799,000","$278.30","$283.52","$814,000","11/06/2023","249","249"
"1","3836859","C","GTW","249 Rosetta Loop","4","3","1","3.0","1","2023","0.37300","3,147","$919,990","$292.34","$273.28","$860,000","04/12/2024","182","182"
"1","9955273","C","GTW","113 Rosetta Loop","6","4","0","3.0","2","2023","0.45800","4,135","$999,990","$241.84","$211.61","$875,000","01/18/2024","15","15"
"1","9189376","C","GTW","233 Rosetta Loop","6","4","0","3.0","2","2023","0.32700","4,135","$984,990","$238.21","$216.18","$893,901","02/15/2024","32","32"
"1","3663954","C","GTW","204 Roseleaf Ct","5","4","1","3.0","2","2023","0.36100","3,992","$1,179,990","$295.59","$275.55","$1,100,000","03/19/2024","118","118"
"1","2112455","C","GTW","109 Rosetta Loop","5","4","1","3.0","2","2023","0.52360","4,379","$1,174,900","$268.30","$262.62","$1,149,996","12/22/2023","19","19"
"1","8705524","C","GTW","501 Sierra Lisa Cv","5","4","1","3.0","2","2023","0.44860","4,033","$1,189,900","$295.04","$295.04","$1,189,900","10/27/2023","11","11"
"1","7472334","C","GTW","228 Rosetta Loop","5","4","1","3.0","2","2023","0.31630","4,198","$1,299,900","$309.65","$287.72","$1,207,848","11/29/2023","139","139"
"1","2017121","C","LH","234 Chaparral Dr","2","1","0","0.0","1","1980","0.72000","960","$170,000","$177.08","$171.88","$165,000","12/27/2023","93","93"
"1","2894313","C","LH","217 Snyders Trl","3","1","1","0.0","1","1970","0.40300","1,116","$230,000","$206.09","$206.09","$230,000","12/06/2023","14","14"
"1","9343132","C","LH","160 Proclamation Ave","3","2","0","2.0","1","2017","0.13000","1,570","$299,000","$190.45","$183.60","$288,250","01/18/2024","7","7"
"1","8306104","C","LH","200 Hillcrest Ln","4","2","0","0.0","1","1975","0.29000","1,966","$295,000","$150.05","$147.51","$290,000","10/20/2023","125","125"
"1","1489285","C","LH","228 Continental Ave","3","2","0","2.0","1","2017","0.11000","1,536","$299,500","$194.99","$192.71","$296,000","11/14/2023","57","57"
"1","3502239","C","LH","613 Independence Ave","3","2","0","2.0","1","2019","0.13400","1,367","$299,000","$218.73","$218.73","$299,000","01/29/2024","37","37"
"1","7043818","C","LH","313 Drystone Trl","3","2","0","2.0","1","2006","0.17100","1,397","$310,000","$221.90","$219.04","$306,000","02/23/2024","48","46"
"1","3939597","C","LH","212 Rock Hound Ln","4","2","0","2.0","1","2006","0.13760","1,944","$315,000","$162.04","$159.47","$310,000","02/28/2024","6","34"
"1","3339004","C","LH","132 Presidential Path","3","2","0","2.0","1","2019","0.13900","1,435","$319,500","$222.65","$216.03","$310,000","10/25/2023","49","49"
"1","8477653","C","LH","876 Long Run","3","2","1","2.0","2","2024","0.09180","1,693","$314,380","$185.69","$185.69","$314,380","03/21/2024","22","22"
"1","7873128","C","LH","245 Cascata Way","3","2","0","2.0","1","2021","0.15540","1,208","$320,000","$264.90","$264.90","$320,000","04/15/2024","21","20"
"1","6478924","C","LH","220 Prairie Song Ln","3","2","0","2.0","1","2023","0.11000","1,440","$332,990","$231.24","$223.63","$322,025","02/05/2024","32","32"
"1","2057008","C","LH","271 Drystone Trl","4","2","0","2.0","1","2006","0.29600","1,835","$325,000","$177.11","$177.11","$325,000","02/29/2024","46","45"
"1","3695875","C","LH","256 La Dera Dr","4","2","1","2.0","2","2019","0.12090","1,798","$349,000","$194.10","$180.76","$325,000","12/08/2023","61","60"
"1","2501340","C","LH","605 Independence Ave","3","2","0","2.0","1","2020","0.13400","1,424","$329,987","$231.73","$228.23","$325,000","11/02/2023","39","39"
"1","4587995","C","LH","501 Benicia Cv","3","2","0","2.0","1","2024","0.14780","1,207","$328,730","$272.35","$270.80","$326,850","02/21/2024","35","35"
"1","1588183","C","LH","124 Prairie Song Ln","3","2","0","2.0","1","2023","0.11000","1,498","$338,990","$226.30","$218.81","$327,775","10/26/2023","14","14"
"1","6618100","C","LH","205 Grange St","3","2","1","2.0","2","2018","0.06480","1,973","$326,919","$165.70","$166.19","$327,900","02/16/2024","49","49"
"1","4866915","C","LH","804 Long Run","4","3","0","2.0","2","2023","0.10100","1,931","$328,570","$170.16","$170.16","$328,570","12/21/2023","104","104"
"1","6227554","C","LH","240 Fluttermill Loop","3","2","0","2.0","1","2021","0.11000","1,596","$343,000","$214.91","$206.77","$330,000","01/30/2024","387","387"
"1","2113974","C","LH","104 Unakite Trl","3","2","1","2.0","2","2024","0.11600","1,793","$340,580","$189.95","$184.37","$330,580","03/06/2024","47","47"
"1","5774198","C","LH","880 Long Run","3","2","1","2.0","2","2024","0.11000","1,944","$331,180","$170.36","$170.36","$331,180","03/07/2024","19","19"
"1","2972538","C","LH","323 Quarry Ln","3","2","0","2.0","1","2014","0.17700","1,537","$330,000","$214.70","$217.96","$335,000","01/31/2024","23","22"
"1","9778474","C","LH","503 Loop 332","3","2","0","0.0","1","1965","0.22000","1,280","$335,000","$261.72","$261.72","$335,000","01/29/2024","26","25"
"1","6797009","C","LH","340 Redonda Dr","3","2","0","2.0","1","2024","0.17000","1,517","$339,950","$224.09","$221.98","$336,749","02/01/2024","31","31"
"1","5289111","C","LH","105 Unakite Trl","3","2","1","2.0","2","2023","0.11000","1,921","$349,680","$182.03","$176.30","$338,680","02/14/2024","57","57"
"1","6748145","C","LH","404 Redonda Dr","3","2","0","2.0","1","2024","0.15500","1,517","$339,440","$223.76","$223.87","$339,610","03/05/2024","31","31"
"1","8175230","C","LH","601 Platinum Ln","4","2","0","2.0","1","2019","0.13510","1,950","$340,000","$174.36","$174.36","$340,000","12/22/2023","119","114"
"1","1152295","C","LH","200 Prairie Song Ln","3","2","0","2.0","1","2023","0.11000","1,440","$324,990","$225.69","$236.64","$340,765","12/20/2023","56","56"
"1","7828631","C","LH","108 Prairie Song Ln","3","2","0","2.0","1","2023","0.11000","1,440","$329,990","$229.16","$236.97","$341,230","12/22/2023","70","70"
"1","5729427","C","LH","212 Bennington Dr","3","2","0","2.0","1","2024","0.12500","1,517","$354,660","$233.79","$225.11","$341,492","01/29/2024","56","56"
"1","9804116","C","LH","132 Outlaw Dr","3","2","0","2.0","1","2023","0.11000","1,498","$342,930","$228.93","$228.93","$342,930","12/20/2023","55","55"
"1","1524719","C","LH","332 La Dera Dr","3","2","0","2.0","1","2020","0.12440","1,510","$349,999","$231.79","$227.81","$344,000","04/02/2024","21","20"
"1","2583323","C","LH","800 Long Run","3","2","1","2.0","2","2024","0.13800","2,015","$374,275","$185.74","$170.86","$344,275","01/09/2024","46","46"
"1","7794700","C","LH","421 American Ave","4","2","1","2.0","2","2020","0.15300","2,288","$350,000","$152.97","$150.79","$345,000","01/26/2024","100","100"
"1","4004789","C","LH","137 Clemens Dr","3","2","1","2.0","2","2024","0.10000","1,811","$356,477","$196.84","$192.90","$349,347","02/23/2024","134","134"
"1","9063052","C","LH","549 Longmount Cv","3","2","1","2.0","2","2023","0.11000","1,872","$349,990","$186.96","$186.96","$349,990","01/30/2024","196","196"
"1","8957768","C","LH","208 Perugia St","3","3","0","2.0","2","2020","0.18760","2,092","$375,000","$179.25","$167.30","$350,000","12/18/2023","37","37"
"1","2341375","C","LH","806 Loop 332","2","1","0","1.0","1","1950","0.17000","1,024","$367,800","$359.18","$341.80","$350,000","11/16/2023","10","10"
"1","3012360","C","LH","301 La Dera Dr","4","3","0","2.0","2","2020","0.11950","2,033","$369,000","$181.51","$172.16","$350,000","12/15/2023","82","82"
"1","5073607","C","LH","512 Longmount Cv","3","2","1","2.0","2","2022","0.11000","1,872","$349,990","$186.96","$186.97","$350,000","11/02/2023","197","197"
"1","6422308","C","LH","136 Outlaw Dr","3","2","1","2.0","2","2023","0.11000","1,872","$352,725","$188.42","$188.42","$352,725","03/20/2024","34","34"
"1","7457862","C","LH","212 Fieldstone Rd","4","3","0","2.0","2","2017","0.17390","2,179","$349,900","$160.58","$162.92","$355,000","11/08/2023","56","56"
"1","2562034","C","LH","524 Loriner Way","4","2","0","2.0","1","2023","0.12400","1,720","$369,990","$215.11","$206.98","$356,000","03/05/2024","174","174"
"1","7693354","C","LH","220 Longmount Cv","3","2","1","2.0","2","2023","0.11000","1,589","$357,990","$225.29","$224.67","$357,000","03/28/2024","225","225"
"1","4154903","C","LH","240 Travis Ln","3","2","1","2.0","2","2024","0.10000","1,811","$356,836","$197.04","$198.29","$359,096","02/12/2024","115","115"
"1","3554967","C","LH","236 Prairie Song Ln","4","2","1","2.0","2","2023","0.11000","2,024","$380,640","$188.06","$177.86","$359,990","02/16/2024","22","22"
"1","5452803","C","LH","112 Unakite Trl","3","2","1","2.0","2","2023","0.15300","1,987","$370,115","$186.27","$181.99","$361,610","02/01/2024","57","57"
"1","4906988","C","LH","128 Prairie Song Ln","4","2","1","2.0","2","2023","0.11000","2,024","$364,990","$180.33","$179.34","$362,990","03/01/2024","126","126"
"1","9131374","C","LH","224 Prairie Song Ln","4","2","1","2.0","2","2023","0.11000","2,024","$364,990","$180.33","$180.33","$364,990","12/28/2023","84","84"
"1","9579439","C","LH","120 Outlaw Dr","4","2","1","2.0","2","2023","0.11000","1,981","$364,990","$184.25","$184.25","$364,990","11/09/2023","21","21"
"1","4279850","C","LH","509 Loriner Way","4","2","0","2.0","1","2023","0.12400","1,720","$364,990","$212.20","$212.20","$364,990","11/28/2023","142","142"
"1","2650532","C","LH","648 Wild Spur Ln","3","2","0","2.0","1","2023","0.12000","1,819","$383,880","$211.04","$200.66","$365,000","01/11/2024","137","137"
"1","8063783","C","LH","133 Boulder Ridge Trl","3","2","0","2.0","1","2023","0.18000","1,660","$366,450","$220.75","$220.75","$366,450","01/25/2024","39","39"
"1","6807554","C","LH","316 Spoleto Dr","3","2","0","2.0","1","2019","0.13240","1,651","$374,999","$227.13","$223.20","$368,500","01/23/2024","32","32"
"1","8398846","C","LH","829 Olinda Way","3","2","1","2.0","2","2023","0.11900","1,694","$381,185","$225.02","$217.94","$369,185","10/27/2023","1","1"
"1","6373183","C","LH","109 Unakite Trl","4","2","1","2.0","2","2022","0.11000","2,144","$380,470","$177.46","$172.79","$370,470","01/18/2024","47","47"
